archivo,accion,destino,nuevo_nombre,motivo,bytes,fecha
WhatsApp Image 2025-10-30 at 17.38.08.jpeg,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano AutoCAD / implantación Arq. Max Elewaut,127774,2025-10-31
WhatsApp Image 2025-11-03 at 23.18.23.jpeg,MOVER,Paseo Nordelta/Documentación/Obra /PLANOS,,plano AutoCAD / implantación Arq. Max Elewaut,320187,2025-11-04
WhatsApp Image 2025-12-02 at 18.22.18.jpeg,MOVER,Nordelta Plaza/Principio de mes/Facturas & Rec de Gastos/2025,,"factura Rhino (limpieza y fumigación) a NDPL SAS, 02/12/2025 ($1.694.000)",76675,2025-12-04
WhatsApp Image 2026-01-13 at 10.49.27.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (alta),312282,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.28 (1).jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),173861,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.28 (2).jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),315366,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.28 (3).jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),288318,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.28.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),192977,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.29 (1).jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),191423,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.29 (2).jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),275188,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.29 (3).jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),287033,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.29.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),230769,2026-01-13
WhatsApp Image 2026-01-13 at 10.49.30.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render Paseo Nordelta presentación (media),353723,2026-01-13
WhatsApp Image 2026-01-19 at 19.31.25.jpeg,MOVER,Facu/Documentos,,foto del DNI de Facu,234613,2026-01-19
WhatsApp Image 2026-01-19 at 19.31.26.jpeg,MOVER,Facu/Documentos,,foto del DNI de Facu,226934,2026-01-19
WhatsApp Image 2026-01-28 at 15.54.58.jpeg,MOVER,Facu/Documentos/Auto NFV983,,"dorso del DNI de Polo, Eduardo José (titular anterior del auto)",59748,2026-01-28
WhatsApp Image 2026-02-09 at 11.47.52.jpeg,MOVER,Facu/Fotos,,foto personal (subagente): Foto tiburón en agua (media),102689,2026-02-09
WhatsApp Image 2026-03-21 at 19.05.49.jpeg,BORRAR,,,duplicado exacto (md5) de: 3 locales nuevos.jpeg,202718,2026-03-25
WhatsApp Image 2026-03-21 at 19.08.13.jpeg,BORRAR,,,duplicado exacto (md5) de: Metros de 3 locales nuevos.jpeg,67661,2026-03-25
WhatsApp Image 2026-03-26 at 21.29.08 (1).jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,"render del Paseo: Bigg, kiosco, heladería",366748,2026-04-17
WhatsApp Image 2026-03-26 at 21.29.08.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,"foto/captura del Paseo (subagente): Render aéreo: canchas, wellness center, market, piscina (alta)",416952,2026-04-17
WhatsApp Image 2026-03-26 at 21.29.22.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Render entrada Paseo Nordelta con letrero y market (alta),258448,2026-04-17
WhatsApp Image 2026-04-13 at 13.16.54.jpeg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Plano evento Puzzle con escenarios y mesas VIP (alta),64977,2026-04-16
WhatsApp Image 2026-05-15 at 11.51.09.jpeg,MOVER,Productoras/Astronomy/Academia/Capturas app,,captura de la academia (subagente): Captura MP: venta suscripción $143.520 rechazada (alta),71593,2026-05-18
WhatsApp Image 2026-06-10 at 21.59.36.jpeg,MOVER,Productoras/Astronomy/Academia/Fotos del estudio,,"foto del estudio (subagente): Estudio con parlantes, potes herramientas, luz cálida (media)",151581,2026-06-10
WhatsApp Image 2026-06-10 at 22.22.19.jpeg,MOVER,Productoras/Astronomy/Academia/Fotos del estudio,,"foto del estudio (subagente): Estudio producción pared madera, parlantes profesionales (media)",183506,2026-06-10
WhatsApp Image 2026-06-19 at 12.42.08.jpeg,MOVER,Nordelta Plaza/Comprobantes de pago,,comprobante (subagente): Recibo BBVA depósito $573.000 Redes y Servicios (alta),178782,2026-06-19
WhatsApp Image 2026-07-13 at 15.49.33.jpeg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,"foto/captura de eventos (subagente): Branding Puzzle: logo naranja, tipografía, paleta colores (alta)",71873,2026-07-13
WhatsApp Image 2026-07-13 at 16.37.31.jpeg,MOVER,Paseo Nordelta/Documentación/Obra ,,"foto/captura del Paseo (subagente): Obra en construcción: canchas arena, estructuras madera (alta)",339788,2026-07-13
WhatsApp Image 2026-08-13 at 14.50.11.jpeg,MOVER,Productoras/Astronomy/Academia/Capturas app,,"captura de la academia (subagente): Panel staff Luqui: tareas cobros, libro, finanzas (alta)",51432,2026-08-13
WhatsApp Image 2026-08-13 at 14.51.41.jpeg,MOVER,Productoras/Astronomy/Academia/Capturas app,,captura de la academia (subagente): Tarea academia cargar cobro Ariel Celin $143.520 (alta),94633,2026-08-13
WhatsApp Image 2026-08-13 at 17.14.57.jpeg,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Flyer evento Obsession 31-10-2026 save the date (alta),216912,2026-08-14
WhatsApp Image 2026-09-01 at 17.54.20.jpeg,MOVER,Productoras/Astronomy/Academia/Capturas app,,captura de la academia (subagente): Panel corregir créditos Federico Toninelli 6840 cr (alta),58123,2026-09-01
WhatsApp Video 2026-02-09 at 11.47.51.mp4,MOVER,Facu/Fotos,,videos personales (mismo momento que la foto del tiburón),1230618,2026-02-09
WhatsApp Video 2026-02-09 at 11.47.57.mp4,MOVER,Facu/Fotos,,videos personales (mismo momento que la foto del tiburón),1442854,2026-02-09
WhatsApp Video 2026-08-13 at 17.14.56.mp4,MOVER,Productoras/Astronomy/Eventos/Obsession,,video del flyer de Obsession (misma hora que la imagen),769302,2026-08-14
Xfer_LFOTool_1768.dmg,MOVER,Facu/PRODUCCIÓN /Instaladores,,instalador de plugin pago: cuesta volver a conseguirlo,7412002,2026-05-19
Yamagucci & OMRI. - Selector (Original Mix) [Maccabi House].mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,14654095,2025-10-14
Youtube,MOVER,Productoras/Astronomy/Marca Astronomy/Logos,Youtube 2023,logos Astronomy Academy / Vladinic / canal YouTube 2023,14033950,2023-09-21
Youtube.zip,MOVER,Productoras/Astronomy/Marca Astronomy/Logos,Youtube 2023.zip,logos Astronomy Academy / Vladinic / canal YouTube 2023,13782392,2023-09-21
Zamna_4thDimension.MOV,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",60519470,2025-03-10
_Rompk Personal.xlsx,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),14229,2026-03-11
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849460.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10608,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849551.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10601,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849599.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10608,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849649.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10605,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849691.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10604,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849815.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10605,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849874.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10606,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849932.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10609,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146849983.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10608,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146850017.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10608,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146850147.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10608,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146850188.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10606,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146850274.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10605,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146850314.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10607,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146850390.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10605,2026-01-27
afip_presentacion_cuit_20947520580_f1746_nrotransaccion_1146850429.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",10607,2026-01-27
appsscriptsync.gs,BORRAR,,,artefacto de desarrollo; lo que vale está en git,5852,2026-08-12
ba288a7d-ebf1-4141-b66f-9acc6313769b.JPG,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,foto/captura de eventos (subagente): Caja madera grupo Dalmata copa vino (media),267270,2026-05-18
base_unificada_contactos solo telefono.xlsx,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),34147,2026-06-18
base_unificada_contactos.xlsx,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),47099,2026-06-18
bmbcolor gif.gif,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),2181919,2024-10-31
bmbcolor mp4.mp4,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),957943,2024-10-31
bootcamp.pdf,MOVER,Facu/Formación,,"cursos, guías, IA",219379,2026-01-19
clip_01KS0GRC6SRD8MS7NC68JXB0WR.mp4,PREGUNTAR,,,video de 25 MB generado con IA (may 2026): ¿para qué era?,25783576,2026-05-19
comprobanteCBU (1).pdf,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,3947,2025-09-10
comprobanteCBU.pdf,MOVER,Nordelta Plaza/Contratos Locatarios,,contrato / adenda / rescisión de locatario de Nordelta Plaza,3952,2024-06-03
convenio de divulgacion (1).pdf,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,1448373,2023-12-27
convenio de divulgacion.pdf,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,681721,2023-12-27
cuadrado.png,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),2214994,2024-11-19
curso-astronomy,MOVER,Productoras/Astronomy/Academia/Contenido,,contenido / flyers de la academia,14142478,2026-07-13
data (1).csv,MOVER,Noreventos,,planilla / cashflow de Noreventos (NE),6445,2026-07-07
data (10).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,72169,2026-09-02
data (2).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,10165,2026-07-07
data (3).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,11608,2026-07-07
data (4).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,48845,2026-07-09
data (5).csv,BORRAR,,,duplicado exacto (md5) de: data (4).csv,48845,2026-07-09
data (6).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,349,2026-07-10
data (7).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,49071,2026-07-15
data (8).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,50749,2026-08-05
data (9).csv,BORRAR,,,export viejo de Movimientos de la app del Paseo; se re-exporta cuando haga falta,69564,2026-08-12
data.csv,MOVER,Noreventos,,planilla / cashflow de Noreventos (NE),9755,2026-07-07
deemix-gui-main,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,1115956,2022-12-14
deemix-gui-main 2,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,1115956,2022-12-14
deemix-gui-main.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'deemix-gui-main',600463,2023-03-03
division_por_genero.xlsx,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),11266,2026-04-17
drive-download-20250320T124950Z-001,MOVER,Facu/DJ/Musica,Playlist Drive 2025-03-20,"playlist bajada de Drive (100 tracks, mar 2025) → se renombra 'Playlist Drive 2025-03-20'",1490324437,2025-03-20
drive-download-20250320T124950Z-001.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'drive-download-20250320T124950Z-001',1490470242,2025-03-20
drive-download-20251111T130250Z-1-001 (1),MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),12888409,2025-11-13
drive-download-20251111T130250Z-1-001 (1).zip,BORRAR,,,duplicado exacto (md5) de: drive-download-20251111T130250Z-1-001.zip,12427144,2025-11-13
drive-download-20251111T130250Z-1-001.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'drive-download-20251111T130250Z-1-001 (1)',12427144,2025-11-13
drive-download-20251113T215541Z-1-001,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),403088330,2025-11-13
drive-download-20251113T215541Z-1-001.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'drive-download-20251113T215541Z-1-001',403150305,2025-11-13
drive-download-20251114T152142Z-1-007.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'C9942.MP4 y C9944.MP4 sueltos',1342693808,2025-11-14
es-uniconverter16-mac_setup_full14331.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,3811486,2025-02-14
evento-ia-20-junio.html,MOVER,Facu/Formación,,"cursos, guías, IA",3902382,2026-07-27
events.csv,MOVER,Productoras/Astronomy/Eventos/Dark Mansion,,export de Passline del evento Dark Mansion,534,2024-10-01
excel tesis real v.2 (1).xlsx,BORRAR,,,duplicado exacto (md5) de: excel tesis real v.2.xlsx,18166,2024-03-06
excel tesis real v.2.xlsx,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,18166,2023-12-29
excel tesis real.xlsx,MOVER,Facu/Documentos,,tesis / universidad / salud / formulario de alta cliente,16871,2023-12-28
factura A-00002-00003588.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Febrero 2026,,Redes y Servicios SA,61435,2026-05-13
factura A-00002-00003715.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Marzo 2026,,Redes y Servicios SA,60427,2026-05-13
factura A-00002-00003783.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Abril 2026,,"Redes y Servicios SA, 24/04/2026",61680,2026-05-13
facundo  Estevez.m4a,PREGUNTAR,,,audio/video grande sin contexto,78958913,2025-01-08
fernet c big fett.mov,MOVER,Productoras/Astronomy/Eventos/Boiler Room (Futura:Big Fett) ,,"material Big Fett / Futura, mar 2025",301183155,2025-04-15
files,MOVER,Productoras/Astronomy/Marca Astronomy/Logos,Vladinic logos,logos Astronomy Academy / Vladinic / canal YouTube 2023,1630592,2026-04-28
files.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'files',1548585,2026-04-28
foto yt grande.png,MOVER,Paseo Nordelta/Youtube,,material del canal de YouTube del Paseo (todo del 07/01/2026),2092506,2026-01-07
google5c6095a0ba26e6d7.html,PREGUNTAR,,,token de verificación de Google Search Console: ¿ya está subido al sitio?,53,2026-07-30
googlechrome.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,218637207,2023-03-01
ig_bp2.jpg,MOVER,Productoras/Astronomy/Eventos/Private Boat Party,,flyer Private Boat Party 16.02,87134,2026-07-13
image002.png,MOVER,Paseo Nordelta/Documentación/Obra ,,foto/captura del Paseo (subagente): Comprobante BBVA CBU Redes Servicios (media),63169,2026-04-28
invoice-2000014673158286.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Enero 2026,,"Magno Market a MAHNI, 12/01/2026",17878,2026-01-16
invoice-2000015882922938.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Abril 2026,,"White Salud SRL, 10/04/2026",18277,2026-04-26
invoice-2000015961548450 (1).pdf,BORRAR,,,duplicado exacto (md5) de: invoice-2000015961548450.pdf,69278,2026-04-26
invoice-2000015961548450.pdf,MOVER,Paseo Nordelta/Principio de mes/Facturas de Compra/2026/Abril 2026,,factura a MAHNI pagada 13/04/2026 ($249.765),69278,2026-04-14
json.txt,BORRAR,,,respuesta de error de Google Sheets (ACCESS_DENIED),331,2026-07-09
logo blanco (1).png,BORRAR,,,duplicado exacto (md5) de: logo blanco.png,99910,2025-09-04
logo blanco.png,MOVER,Productoras/Astronomy/Marca Astronomy/Logos,,logos Astronomy Academy / Vladinic / canal YouTube 2023,99910,2023-10-18
mac_ad_evd_Setup_20240922.17270415791195b1080340a12884477.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,3487952,2024-09-22
macosx-10.14-x86-deezloader.net.zip,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,231756846,2023-03-03
meet me halfway  - Ikerfoxx (ES) Remix .mp3,MOVER,Facu/DJ/Sin clasificar,,track suelto,11431100,2025-10-14
modelo de cesion habi.rtf,MOVER,Paseo Nordelta/Documentación/Contratos,,contrato / anexo / reglamento del Paseo (MAHNI),2657,2026-02-24
nd plaza 3-11.psd,MOVER,Nordelta Plaza/Logotipos Nordelta Plaza,,"diseño PSD 'nd plaza', nov 2025",89317767,2025-11-04
obs-studio-32.0.4-macos-apple.dmg,BORRAR,,,instalador: la app ya está instalada o se baja de nuevo,187271736,2026-02-26
review-iteration-1.html,BORRAR,,,artefacto de desarrollo; lo que vale está en git,185216,2026-07-18
setiqueryw2w_consultapresentaciones_usuario_20947520580_fecha_20260127_184401.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",5978,2026-01-27
setiqueryw2w_consultapresentaciones_usuario_20947520580_fecha_20260127_184654.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",5978,2026-01-27
setiqueryw2w_consultapresentaciones_usuario_20947520580_fecha_20260127_184714.pdf,MOVER,Facu/Documentos/AFIP,,"AFIP/ARCA personal (CUIT 20-94752058-0): F.1746 devoluciones, credencial, factura propia, pago, W-9",5978,2026-01-27
sin city 01.mp4,MOVER,Facu/SIN CITY,,"videos Sin City, may 2026",80376457,2026-05-13
sin city 03.mp4,MOVER,Facu/SIN CITY,,"videos Sin City, may 2026",61547141,2026-05-13
sin city 04.mp4,MOVER,Facu/SIN CITY,,"videos Sin City, may 2026",67035991,2026-05-13
stock_LA_MAGDALENA_03092026.jpg,MOVER,Chaco/Stock,,"foto de stock de hacienda por campo, 03/09/2026",44511,2026-09-03
stock_LA_VICTORINA_03092026.jpg,MOVER,Chaco/Stock,,"foto de stock de hacienda por campo, 03/09/2026",64120,2026-09-03
transferenciasRealizadas.xls,MOVER,Nordelta Plaza/BBVA movimientos,,export de movimientos BBVA,4608,2024-12-17
unnamed (1).png,BORRAR,,,duplicado exacto (md5) de: unnamed.png,37007,2025-09-04
unnamed.png,MOVER,Productoras/Astronomy/Marca Astronomy/Logos,,logos Astronomy Academy / Vladinic / canal YouTube 2023,37007,2023-10-18
wetransfer_3-png_2024-04-23_2256,MOVER,Productoras/Astronomy/Eventos/_sin-evento-asignado,,material de eventos sin evento identificado (Facu asigna),220402576,2024-04-23
wetransfer_3-png_2024-04-23_2256.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'wetransfer_3-png_2024-04-23_2256',220404193,2024-04-23
wetransfer_ad-astra-ids_2024-01-23_2237.zip,BORRAR,,,zip ya descomprimido: mismo contenido que 'Ad Astra IDs',279281009,2024-01-27
wetransfer_entrega-ad-mansion_2023-11-08_1625.zip,MOVER,Productoras/Astronomy/Eventos/Mansion,,"entrega del fotógrafo (TOM) y visuales de Mansion, nov 2023",749369859,2023-11-08
winmail.dat,BORRAR,,,basura de sistema,6226,2024-01-22
~$24-12-25 House & Bells.xlsx,BORRAR,,,lock file de Office,165,2026-01-16
~$PL SAS Contrato de Locación con Destino Comercial- HASHTAG S.R.L. MARZO 2024 (VOLTA + OPEN 25).docx,BORRAR,,,lock file de Office,162,2024-05-16
"~$TEVEZ, FACUNDO - CI.pdf",BORRAR,,,lock file de Office,162,2023-08-22
~$cibo NDPL.docx,BORRAR,,,lock file de Office,162,2024-03-11
~$ntrato de Locación con Destino Comercial- BARBERIA.docx,BORRAR,,,lock file de Office,162,2025-03-04
